,Info_By_EuropePMC_Api
meshHeadingList,"{'meshHeading': [{'majorTopic_YN': 'N', 'descriptorName': 'Animals'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Lantana', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Plant Leaves', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Anti-Inflammatory Agents', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Plant Extracts', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'Indonesia'}, {'majorTopic_YN': 'N', 'descriptorName': 'Gas Chromatography-Mass Spectrometry'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Network Pharmacology'}]}"
keywordList,"{'keyword': ['Lantana camara', 'Geothermal Area', 'Tembelekan', 'Ie-seu’um', 'Protein Inhibition Assay']}"
chemicalList,"{'chemical': [{'name': 'Anti-Inflammatory Agents', 'registryNumber': '0'}, {'name': 'Plant Extracts', 'registryNumber': '0'}]}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.52225/narra.v4i2.894'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11391997'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11391997?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,2
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by-nc
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-09-16
dateOfCreation,2024-09-16
firstIndexDate,2024-09-18
fullTextReceivedDate,2024-10-28
dateOfRevision,2024-09-19
electronicPublicationDate,2024-08-12
firstPublicationDate,2024-08-12
