,Info_By_EuropePMC_Api
authorList,"{'author': [{'fullName': 'Da Silva C', 'firstName': 'Cecilia', 'lastName': 'Da Silva', 'initials': 'C', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Centro Universitario Regional Noreste, Universidad de La República, Tacuarembó, Uruguay.'}}}, {'fullName': 'Mannise N', 'firstName': 'Natalia', 'lastName': 'Mannise', 'initials': 'N', 'authorAffiliationDetailsList': {'authorAffiliation': [{'affiliation': 'Departamento de Biodiversidad y Genética, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay.'}, {'affiliation': 'Laboratorio de Biología Computacional, Departamento de Desarrollo Biotecnológico, Instituto de Higiene, Facultad de Medicina, Universidad de La República, Montevideo, Uruguay.'}]}}, {'fullName': 'Seguí R', 'firstName': 'Rosina', 'lastName': 'Seguí', 'initials': 'R', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'División Información Ambiental, DINACEA, Ministerio de Ambiente, Montevideo, Uruguay.'}}}, {'fullName': 'Iriarte A', 'firstName': 'Andrés', 'lastName': 'Iriarte', 'initials': 'A', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Laboratorio de Biología Computacional, Departamento de Desarrollo Biotecnológico, Instituto de Higiene, Facultad de Medicina, Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Bou N', 'firstName': 'Nadia', 'lastName': 'Bou', 'initials': 'N', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Departamento de Biodiversidad y Genética, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay.'}}}, {'fullName': 'Bonifacino JM', 'firstName': 'J Mauricio', 'lastName': 'Bonifacino', 'initials': 'JM', 'authorAffiliationDetailsList': {'authorAffiliation': [{'affiliation': 'Facultad de Agronomía, Universidad de La República, Montevideo, Uruguay.'}, {'affiliation': 'Facultad de Ciencias, Universidad de La República, Montevideo, Uruguay.'}]}}, {'fullName': 'Mailhos A', 'firstName': 'Ary', 'lastName': 'Mailhos', 'initials': 'A', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Anza L', 'firstName': 'Lucía', 'lastName': 'Anza', 'initials': 'L', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Chitaro S', 'firstName': 'Santiago', 'lastName': 'Chitaro', 'initials': 'S', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Ocampo F', 'firstName': 'Florencia', 'lastName': 'Ocampo', 'initials': 'F', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Gándaras R', 'firstName': 'Rosario', 'lastName': 'Gándaras', 'initials': 'R', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Arezo F', 'firstName': 'Florencia', 'lastName': 'Arezo', 'initials': 'F', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Capurro L', 'firstName': 'Leandro', 'lastName': 'Capurro', 'initials': 'L', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Iturburu M', 'firstName': 'Marcelo', 'lastName': 'Iturburu', 'initials': 'M', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Nieto N', 'firstName': 'Nicolás', 'lastName': 'Nieto', 'initials': 'N', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'DNA Barcode Training Course and Grasses Barcode Pilot Project, PEDECIBA Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Juan H', 'firstName': 'Hernán', 'lastName': 'Juan', 'initials': 'H', 'authorAffiliationDetailsList': {'authorAffiliation': [{'affiliation': 'Departamento de Biodiversidad y Genética, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay.'}, {'affiliation': 'Laboratorio de Biología Computacional, Departamento de Desarrollo Biotecnológico, Instituto de Higiene, Facultad de Medicina, Universidad de La República, Montevideo, Uruguay.'}]}}, {'fullName': 'Garrido J', 'firstName': 'Joaquín', 'lastName': 'Garrido', 'initials': 'J', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Ministerio de Ganadería, Agricultura y Pesca, Montevideo, Uruguay.'}}}, {'fullName': 'Platero R', 'firstName': 'Raúl', 'lastName': 'Platero', 'initials': 'R', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Departamento de Bioquímica y Genómica Microbianas, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay.'}}}, {'fullName': 'Gago J', 'firstName': 'Julián', 'lastName': 'Gago', 'initials': 'J', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Museo y Jardín Botánico ""Prof. Atilio Lombardo"", Intendencia de Montevideo, Montevideo, Uruguay.'}}}, {'fullName': 'Lezama F', 'firstName': 'Felipe', 'lastName': 'Lezama', 'initials': 'F', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Facultad de Agronomía, Universidad de La República, Montevideo, Uruguay.'}}}, {'fullName': 'Do Carmo M', 'firstName': 'Martín', 'lastName': 'Do Carmo', 'initials': 'M', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Centro Universitario Regional Este, Universidad de La República, Rocha, Uruguay.'}}}, {'fullName': 'Cosse M', 'firstName': 'Mariana', 'lastName': 'Cosse', 'initials': 'M', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Departamento de Biodiversidad y Genética, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay.'}}}]}"
dataLinksTagsList,{'dataLinkstag': 'supporting_data'}
journalInfo,"{'volume': '15', 'journalIssueId': '3704801', 'dateOfPublication': '2024', 'monthOfPublication': '0', 'yearOfPublication': '2024', 'printPublicationDate': '2024-01-01', 'journal': {'title': 'Frontiers in genetics', 'ISOAbbreviation': 'Front Genet', 'medlineAbbreviation': 'Front Genet', 'NLMid': '101560621', 'ISSN': '1664-8021', 'ESSN': '1664-8021'}}"
pubYear,2024
pageInfo,1435592
affiliation,"Centro Universitario Regional Noreste, Universidad de La República, Tacuarembó, Uruguay."
publicationStatus,epublish
language,eng
pubModel,Electronic-eCollection
pubTypeList,"{'pubType': ['data-paper', 'Journal Article']}"
keywordList,"{'keyword': ['Taxonomy', 'Molecular markers', 'ITS2', 'rbcL', 'Trnh-psba', 'Trnl (Uaa)', 'Bold System', 'Uruguayan Flora']}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.3389/fgene.2024.1435592'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11463761'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11463761?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-10-10
firstIndexDate,2024-10-11
fullTextReceivedDate,2024-10-29
dateOfRevision,2024-10-11
electronicPublicationDate,2024-08-21
firstPublicationDate,2024-08-21
