,Info_By_EuropePMC_Api
abstractText,"<i>Lantana camara</i> is weed with a wide range of chemical constituents, including primary and secondary metabolites such as alkaloids, flavonoids, tannins, saponins, and terpenoids. These compounds contribute to its medicinal and pesticidal potential. The essential oils and different solvent fractions derived from <i>L. camara</i> exhibit notable variations in their respective chemical compositions across various plant parts, spatial distributions, and interspecific comparisons. The principal components, notably lantadene A, lantadene B, lantadene C, lantadene D, β-caryophyllene, α-humulene, and several others, constitute a significant portion of the essential oil derived from the leaves and flowers. Researchers have discovered that <i>L. camara</i> oil exhibits potent insecticidal activity against a range of pests, with variations in potency observed across different seasons due to changes in chemical composition. In addition to the essential oils, solvent extracts of <i>L. camara</i>, primarily methanolic extracts of the leaves of this species, demonstrate considerable potential as fumigant and contact toxins for stored grain pests. However, these have been comparatively less characterized with respect to their insecticidal properties, particularly in comparison to the essential oils. Molecular docking studies have demonstrated that phytochemical compounds present in the plants interfere with the activity of several enzymes that are responsible for the growth and survival of insects. For example, compounds such as β-caryophyllene and linalool exhibited a high binding affinity to AChE, thereby enhancing its neurotoxic effects. In conclusion, this review identifies <i>L. camara</i> as a natural insecticide with a complex set of modes of action attributed to its rich phytochemical profile. The integration of traditional knowledge with modern molecular techniques might expose avenues for the sustainable management of pests and control, ultimately making <i>L. camara</i> a key resource for such applications. Further studies are necessary to characterize such bioactive compounds and their uses in controlling pests in agricultural operations."
affiliation,"Department of Soil Science and Agricultural Chemistry, Bihar Agricultural University, Sabour, Bhagalpur 813210, Bihar, India."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"{'pubType': ['review-article', 'Review', 'Journal Article']}"
meshHeadingList,"{'meshHeading': [{'majorTopic_YN': 'N', 'descriptorName': 'Animals'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Lantana', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Oils, Volatile', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'Plant Extracts', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'Y', 'descriptorName': 'Insecticides', 'meshQualifierList': {'meshQualifier': [{'abbreviation': 'PD', 'qualifierName': 'pharmacology', 'majorTopic_YN': 'N'}, {'abbreviation': 'CH', 'qualifierName': 'chemistry', 'majorTopic_YN': 'N'}]}}, {'majorTopic_YN': 'N', 'descriptorName': 'Insect Control', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'MT', 'qualifierName': 'methods', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Plant Weeds', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Molecular Docking Simulation'}, {'majorTopic_YN': 'N', 'descriptorName': 'Insecta', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'DE', 'qualifierName': 'drug effects', 'majorTopic_YN': 'N'}}}]}"
keywordList,"{'keyword': ['Molecular docking', 'Insecticide', 'Lantana camara', 'Contact action', 'fumigant']}"
chemicalList,"{'chemical': [{'name': 'Plant Extracts', 'registryNumber': '0'}, {'name': 'Insecticides', 'registryNumber': '0'}, {'name': 'Oils, Volatile', 'registryNumber': '0'}]}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.3390/ijms252312788'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11641641'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11641641?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,2
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-12-17
dateOfCreation,2024-12-17
firstIndexDate,2024-12-17
fullTextReceivedDate,2024-12-16
dateOfRevision,2025-01-04
electronicPublicationDate,2024-11-28
firstPublicationDate,2024-11-28
