,Info_By_EuropePMC_Api
abstractText,"How animals perceive, process and respond to environmental cues is tightly tuned to species-specific ecological demands and reflected by the structure of neural systems. In the Neotropical butterflies, <i>Heliconius</i>, the mushroom bodies, insect learning and memory centres are significantly expanded compared with their closest relatives. This expansion coincided with the evolution of a novel diet of pollen and the ability to learn spatial foraging routes. Previous research has shown that <i>Heliconius</i> have more accurate long-term visual memory than other Heliconiini. Here, we test whether this enhanced memory stability is specific to visual contexts by conducting a long-term olfactory memory assay in two <i>Heliconius</i> species and two outgroup species. We found no difference in long-term olfactory memory between <i>Heliconius</i> and outgroup Heliconiini, and combining data from olfactory and visual memory trials confirmed a modality-specific improvement in memory recall in <i>Heliconius</i>. Tests of how Heliconiini species prioritize olfactory and visual cues when presented in conflict show no consistent pattern, suggesting that variation in memory stability is not explained by inter-specific differences in attentiveness to sensory cues. Our data provide a rare case where memory performance has been compared across species and sensory modalities to identify evidence of a modality-specific shift.This article is part of the Theo Murphy meeting issue 'Selection shapes diverse animal minds'."
affiliation,"School of Biological Sciences, University of Bristol, Bristol BS8 1TQ, UK."
publicationStatus,ppublish
language,eng
pubModel,Print-Electronic
pubTypeList,"{'pubType': ['research-article', 'Journal Article']}"
grantsList,"{'grant': [{'agency': 'European Research Council', 'acronym': 'ERC_', 'orderIn': '0'}, {'agency': 'Natural Environment Research Council', 'orderIn': '0'}, {'agency': 'Smithsonian Tropical Research Institute', 'orderIn': '0'}]}"
meshHeadingList,"{'meshHeading': [{'majorTopic_YN': 'N', 'descriptorName': 'Animals'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Butterflies', 'meshQualifierList': {'meshQualifier': {'abbreviation': 'PH', 'qualifierName': 'physiology', 'majorTopic_YN': 'N'}}}, {'majorTopic_YN': 'N', 'descriptorName': 'Cues'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Visual Perception'}, {'majorTopic_YN': 'N', 'descriptorName': 'Smell'}, {'majorTopic_YN': 'N', 'descriptorName': 'Species Specificity'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Olfactory Perception'}, {'majorTopic_YN': 'Y', 'descriptorName': 'Memory, Long-Term'}]}"
keywordList,"{'keyword': ['Learning', 'Vision', 'Associative memory', 'olfaction', 'Mushroom Body', 'Heliconiini']}"
subsetList,"{'subset': {'code': 'IM', 'name': 'Index Medicus'}}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.1098/rstb.2024.0119'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC12198899'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC12198899?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,Y
tmAccessionTypeList,{'accessionType': 'doi'}
dateOfCompletion,2025-06-26
dateOfCreation,2025-06-26
firstIndexDate,2025-06-26
fullTextReceivedDate,2025-06-28
dateOfRevision,2025-06-28
electronicPublicationDate,2025-06-26
firstPublicationDate,2025-06-26
