,Info_By_EuropePMC_Api
authorList,"{'author': [{'fullName': 'Liu P', 'firstName': 'Pei', 'lastName': 'Liu', 'initials': 'P', 'authorAffiliationDetailsList': {'authorAffiliation': [{'affiliation': 'State Key Laboratory of Quality Research in Chinese Medicine, Macau University of Science and Technology, Macau SAR, China.'}, {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}]}}, {'fullName': 'Liang WL', 'firstName': 'Wan-Li', 'lastName': 'Liang', 'initials': 'WL', 'authorId': {'@type': 'ORCID', '#text': '0000-0001-8165-8725'}, 'authorAffiliationDetailsList': {'authorAffiliation': [{'affiliation': 'State Key Laboratory of Quality Research in Chinese Medicine, Macau University of Science and Technology, Macau SAR, China.'}, {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}]}}, {'fullName': 'Huang RT', 'firstName': 'Rui-Ting', 'lastName': 'Huang', 'initials': 'RT', 'authorAffiliationDetailsList': {'authorAffiliation': [{'affiliation': 'State Key Laboratory of Quality Research in Chinese Medicine, Macau University of Science and Technology, Macau SAR, China.'}, {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}]}}, {'fullName': 'Chen XX', 'firstName': 'Xin-Xing', 'lastName': 'Chen', 'initials': 'XX', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}}}, {'fullName': 'Zou DH', 'firstName': 'De-Hua', 'lastName': 'Zou', 'initials': 'DH', 'authorAffiliationDetailsList': {'authorAffiliation': [{'affiliation': 'State Key Laboratory of Quality Research in Chinese Medicine, Macau University of Science and Technology, Macau SAR, China.'}, {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}]}}, {'fullName': 'Kurihara H', 'firstName': 'Hiroshi', 'lastName': 'Kurihara', 'initials': 'H', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}}}, {'fullName': 'Li YF', 'firstName': 'Yi-Fang', 'lastName': 'Li', 'initials': 'YF', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}}}, {'fullName': 'Xu YH', 'firstName': 'You-Hua', 'lastName': 'Xu', 'initials': 'YH', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'State Key Laboratory of Quality Research in Chinese Medicine, Macau University of Science and Technology, Macau SAR, China.'}}}, {'fullName': 'Ouyang SH', 'firstName': 'Shu-Hua', 'lastName': 'Ouyang', 'initials': 'SH', 'authorAffiliationDetailsList': {'authorAffiliation': {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}}}, {'fullName': 'He RR', 'firstName': 'Rong-Rong', 'lastName': 'He', 'initials': 'RR', 'authorAffiliationDetailsList': {'authorAffiliation': [{'affiliation': 'State Key Laboratory of Quality Research in Chinese Medicine, Macau University of Science and Technology, Macau SAR, China.'}, {'affiliation': 'Guangdong Engineering Research Center of Traditional Chinese Medicine & Disease Susceptibility, Guangdong-Hong Kong-Macao Universities Joint Laboratory for the Internationalization of Traditional Chinese Medicine, Guangzhou Key Laboratory of Traditional Chinese Medicine & Disease Susceptibility, International Cooperative Laboratory of Traditional Chinese Medicine Modernization and Innovative Drug Development of Chinese Ministry of Education (MOE), Guangdong Province Key Laboratory of Pharmacodynamic Constituents of TCM and New Drugs Research, State Key Laboratory of Bioactive Molecules and Druggability Assessment, Jinan University, Guangzhou, China.'}]}}]}"
authorIdList,"{'authorId': {'@type': 'ORCID', '#text': '0000-0001-8165-8725'}}"
dataLinksTagsList,{'dataLinkstag': 'altmetrics'}
journalInfo,"{'volume': '15', 'journalIssueId': '3703814', 'dateOfPublication': '2024', 'monthOfPublication': '0', 'yearOfPublication': '2024', 'printPublicationDate': '2024-01-01', 'journal': {'title': 'Frontiers in pharmacology', 'ISOAbbreviation': 'Front Pharmacol', 'medlineAbbreviation': 'Front Pharmacol', 'NLMid': '101548923', 'ISSN': '1663-9812', 'ESSN': '1663-9812'}}"
pubYear,2024
pageInfo,1399598
abstractText,"The liver, a complex parenchymal organ, possesses a distinctive microcirculatory system crucial for its physiological functions. An intricate interplay exists between hepatic microcirculatory disturbance and the manifestation of pathological features in diverse liver diseases. This review updates the main characteristics of hepatic microcirculatory disturbance, including hepatic sinusoidal capillarization, narrowing of sinusoidal space, portal hypertension, and pathological angiogenesis, as well as their formation mechanisms. It also summarized the detection methods for hepatic microcirculation. Simultaneously, we have also reviewed the characteristics of microcirculatory disturbance in diverse liver diseases such as acute liver failure, hepatic ischemia-reperfusion injury, viral hepatitis, non-alcoholic fatty liver disease, hepatic fibrosis, hepatic cirrhosis, and hepatocellular carcinoma. Finally, this review also summarizes the advancement in hepatic microcirculation attributed to traditional Chinese medicine (TCM) and its active metabolites, providing novel insights into the application of TCM in treating liver diseases."
affiliation,"State Key Laboratory of Quality Research in Chinese Medicine, Macau University of Science and Technology, Macau SAR, China."
publicationStatus,epublish
language,eng
pubModel,Electronic-eCollection
pubTypeList,"{'pubType': ['review-article', 'Review', 'Journal Article']}"
keywordList,"{'keyword': ['Pathogenesis', 'Traditional Chinese medicine', 'liver disease', 'Active Metabolite', 'Hepatic Microcirculatory Disturbance']}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'doi', 'site': 'Unpaywall', 'url': 'https://doi.org/10.3389/fphar.2024.1399598'}, {'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.3389/fphar.2024.1399598'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11300221'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11300221?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,2
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-08-07
firstIndexDate,2024-08-07
fullTextReceivedDate,2024-08-12
dateOfRevision,2024-08-08
electronicPublicationDate,2024-07-23
firstPublicationDate,2024-07-23
