,Info_By_EuropePMC_Api
abstractText,"Metabolic dysfunction-associated steatotic liver disease (MASLD) is linked to choline metabolism. The present study investigated the effect of holy basil (<i>Ocimum sanctum</i> L.) flower water extract (OSLY) on MASLD with choline metabolism as an underlying mechanism. Rats with high-fat diet (HFD)-induced MASLD received 250-1000 mg/kg bw of OSLY, fenofibrate, or fenofibrate + 1000 mg/kg OSLY combination. Biochemical parameters, choline metabolites, and one-carbon gene transcription were analyzed. OSLY and fenofibrate independently reduced serum LDL cholesterol (<i>p</i> < 0.02), liver cholesterol (<i>p</i> < 0.001), and liver triglyceride levels (<i>p</i> < 0.001) in HFD-fed rats. Only OSLY reduced signs of liver injury and increased serum HDL. Fenofibrate influenced choline metabolism by decreasing liver glycerophosphocholine (GPC; <i>p</i> = 0.04), as well as increasing betaine (<i>p</i> < 0.001) and the betaine:choline ratio (<i>p</i> = 0.02) in HFD-fed rats. Fenofibrate (vs. HFD) increased the expression of one-carbon metabolism genes <i>Mthfd1l</i>, <i>Pemt</i>, <i>Smpd3</i>, and <i>Chka</i> (<i>p</i> < 0.04). The OSLY treatment decreased liver GPC (500 mg dose; <i>p</i> = 0.03) and increased <i>Smpd3</i> expression (1000 mg dose; <i>p</i> = 0.04). OSLY and fenofibrate showed weak synergistic effects on lipid and choline metabolism. Collectively, OSLY and fenofibrate independently improve lipid profiles in MASLD rats. The benefits of fenofibrate are partially mediated by choline/one-carbon metabolism, while those of OSLY are not mediated by this pathway. Holy basil flower extract merits further development as an alternative medicine for MASLD."
affiliation,"Center of Excellence in Agro Bio-Circular-Green Industry (Agro BCG), Faculty of Agro-Industry, Chiang Mai University, Chiang Mai 50100, Thailand."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"{'pubType': ['research-article', 'Journal Article']}"
grantsList,"{'grant': [{'grantId': 'RGNS 64-082', 'agency': 'Office of the Permanent Secretary, Ministry of Higher Education, Science, Research and Innovation (OPS MHESI), Thailand Science Research and Innovation (TSRI)', 'orderIn': '0'}, {'grantId': 'N41A640337', 'agency': 'Research and Researcher for Industry (RRi) from National Research Council of Thailand (NRCT)', 'orderIn': '0'}, {'grantId': 'N42A671052', 'agency': 'Thailand Research Fund (TRF)', 'orderIn': '0'}, {'grantId': 'N42A671052', 'agency': 'Thailand Research Fund (TRF) Research Team Promotion Grant, RTA, Senior Research Scholar', 'orderIn': '0'}, {'grantId': 'N41A640337', 'agency': 'National Research Council of Thailand (NRCT)', 'orderIn': '0'}, {'grantId': 'RGNS 64-082', 'agency': 'Office of the Permanent Secretary', 'orderIn': '0'}]}"
keywordList,"{'keyword': ['Choline', 'Obesity', 'Polyphenols', 'metabolic syndrome', 'Non-alcoholic fatty liver disease', 'One-carbon Metabolism', 'Holy Basil']}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.3390/plants14010013'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11722946'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11722946?pdf=render'}]}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,1
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2025-01-11
firstIndexDate,2025-01-13
fullTextReceivedDate,2025-01-14
dateOfRevision,2025-01-13
electronicPublicationDate,2024-12-24
firstPublicationDate,2024-12-24
