,Info_By_EuropePMC_Api
abstractText,"Conditions like diabetes mellitus (DM), cancer, infections, inflammation, cardiovascular diseases (CVDs), and gastrointestinal (GI) disorders continue to have a major global impact on mortality and morbidity. Medicinal plants have been used since ancient times in ethnomedicine (e.g., Ayurveda, Unani, Traditional Chinese Medicine, and European Traditional Medicine) for the treatment of a wide range of disorders. Plants are a rich source of diverse phytoconstituents with antidiabetic, anticancer, antimicrobial, antihypertensive, antioxidant, antihyperlipidemic, cardioprotective, immunomodulatory, and/or anti-inflammatory activities. This review focuses on the 35 plants most commonly reported for the treatment of these major disorders, with a particular emphasis on their traditional uses, phytoconstituent contents, pharmacological properties, and modes of action. Active phytomolecules with therapeutic potential include cucurbitane triterpenoids, diosgenin, and limonoids (azadiradione and gedunin), which exhibit antidiabetic properties, with cucurbitane triterpenoids specifically activating Glucose Transporter Type 4 (GLUT4) translocation. Capsaicin and curcumin demonstrate anticancer activity by deactivating NF-κB and arresting the cell cycle in the G2 phase. Antimicrobial activities have been observed for piperine, reserpine, berberine, dictamnine, chelerythrine, and allitridin, with the latter two triggering bacterial cell lysis. Quercetin, catechin, and genistein exhibit anti-inflammatory properties, with genistein specifically suppressing CD8+ cytotoxic T cell function. Ginsenoside Rg1 and ginsenoside Rg3 demonstrate potential for treating cardiovascular diseases, with ginsenoside Rg1 activating PPARα promoter, and the PI3K/Akt pathway. In contrast, ternatin, tannins, and quercitrin exhibit potential in gastrointestinal disorders, with quercitrin regulating arachidonic acid metabolism by suppressing cyclooxygenase (COX) and lipoxygenase activity. Further studies are warranted to fully investigate the clinical therapeutic benefits of these plants and their phytoconstituents, as well as to elucidate their underlying molecular mechanisms of action."
affiliation,"Department of Pharmacology, National Medical College and Teaching Hospital, Parsa, Birgunj 44300, Nepal."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"{'pubType': ['review-article', 'Review', 'Journal Article']}"
keywordList,"{'keyword': ['Infection', 'Medicinal plants', 'Cancer', 'Cardiovascular diseases', 'Inflammation', 'Diabetes', 'Ethnomedicine', 'Gastrointestinal Disorders', 'Phytoconstituents']}"
fullTextUrlList,"{'fullTextUrl': [{'availability': 'Subscription required', 'availabilityCode': 'S', 'documentStyle': 'doi', 'site': 'DOI', 'url': 'https://doi.org/10.3390/biomedicines13020454'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'html', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11853317'}, {'availability': 'Open access', 'availabilityCode': 'OA', 'documentStyle': 'pdf', 'site': 'Europe_PMC', 'url': 'https://europepmc.org/articles/PMC11853317?pdf=render'}]}"
commentCorrectionList,"{'commentCorrection': {'id': 'PPR961843', 'source': 'PPR', 'type': 'Preprint in', 'note': 'CrossRef Pre-print loader', 'orderIn': '10002'}}"
isOpenAccess,Y
inEPMC,Y
inPMC,Y
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,1
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2025-02-26
firstIndexDate,2025-02-26
fullTextReceivedDate,2025-03-07
dateOfRevision,2025-02-28
electronicPublicationDate,2025-02-12
firstPublicationDate,2025-02-12
